trial_number,params,value
27,"{'learning_rate': 0.1161521150447363, 'num_leaves': 45, 'max_depth': 9, 'min_data_in_leaf': 29, 'feature_fraction': 0.7700529236258193, 'bagging_fraction': 0.8947202058335308, 'bagging_freq': 10, 'lambda_l1': 0.000595211331602005, 'lambda_l2': 8.802848935658949e-05}",0.023499504506963968
28,"{'learning_rate': 0.1127332265321616, 'num_leaves': 50, 'max_depth': 13, 'min_data_in_leaf': 52, 'feature_fraction': 0.8263229017200944, 'bagging_fraction': 0.9015465015747528, 'bagging_freq': 10, 'lambda_l1': 0.029640206407752463, 'lambda_l2': 4.250247106550597e-06}",0.04805858472228831
29,"{'learning_rate': 0.05109860728695901, 'num_leaves': 133, 'max_depth': 10, 'min_data_in_leaf': 62, 'feature_fraction': 0.8853096553770503, 'bagging_fraction': 0.9602372528585363, 'bagging_freq': 10, 'lambda_l1': 0.0024601382201072668, 'lambda_l2': 0.006285771368630217}",0.07764385528980729
30,"{'learning_rate': 0.09687411546286016, 'num_leaves': 47, 'max_depth': 9, 'min_data_in_leaf': 13, 'feature_fraction': 0.7726612969288047, 'bagging_fraction': 0.9032645749483731, 'bagging_freq': 7, 'lambda_l1': 2.2261431603897772e-05, 'lambda_l2': 5.6632521095171525e-05}",0.031440103058051234
31,"{'learning_rate': 0.1761513369462156, 'num_leaves': 86, 'max_depth': 7, 'min_data_in_leaf': 28, 'feature_fraction': 0.7838514293812685, 'bagging_fraction': 0.8342136220209706, 'bagging_freq': 9, 'lambda_l1': 0.0003120571034979605, 'lambda_l2': 0.000990894528205995}",0.026957848287321527
32,"{'learning_rate': 0.13689489716235018, 'num_leaves': 24, 'max_depth': 8, 'min_data_in_leaf': 29, 'feature_fraction': 0.7017590159888664, 'bagging_fraction': 0.8571021463875969, 'bagging_freq': 9, 'lambda_l1': 0.0006043937965482428, 'lambda_l2': 0.000211603925812738}",0.022893557571729374
33,"{'learning_rate': 0.12233274191033186, 'num_leaves': 20, 'max_depth': 11, 'min_data_in_leaf': 17, 'feature_fraction': 0.7004299396635829, 'bagging_fraction': 0.8699464367730014, 'bagging_freq': 5, 'lambda_l1': 0.206548940207663, 'lambda_l2': 7.223429715086887e-05}",0.03353983773411754
34,"{'learning_rate': 0.1406413808448869, 'num_leaves': 36, 'max_depth': 9, 'min_data_in_leaf': 37, 'feature_fraction': 0.6387292437484665, 'bagging_fraction': 0.9608791920471871, 'bagging_freq': 10, 'lambda_l1': 0.006548640742543104, 'lambda_l2': 5.180442867592101e-06}",0.02462378448906892
35,"{'learning_rate': 0.06263918460658516, 'num_leaves': 36, 'max_depth': 11, 'min_data_in_leaf': 70, 'feature_fraction': 0.6010671845109126, 'bagging_fraction': 0.7735778784463744, 'bagging_freq': 10, 'lambda_l1': 0.005390611105199787, 'lambda_l2': 6.722236813080283e-08}",0.07266581269693688
36,"{'learning_rate': 0.09476576114557755, 'num_leaves': 37, 'max_depth': 9, 'min_data_in_leaf': 45, 'feature_fraction': 0.6425097241445418, 'bagging_fraction': 0.8916725061596849, 'bagging_freq': 3, 'lambda_l1': 0.05196825384445456, 'lambda_l2': 5.89352313672258e-06}",0.03491224640305223
37,"{'learning_rate': 0.1308629250568573, 'num_leaves': 207, 'max_depth': 10, 'min_data_in_leaf': 54, 'feature_fraction': 0.688128204115371, 'bagging_fraction': 0.9678220054517277, 'bagging_freq': 10, 'lambda_l1': 0.3915330318151553, 'lambda_l2': 2.5641909266120816e-07}",0.045479919160435436
38,"{'learning_rate': 0.047109842222982236, 'num_leaves': 168, 'max_depth': 9, 'min_data_in_leaf': 31, 'feature_fraction': 0.6432601065227832, 'bagging_fraction': 0.8085226806582227, 'bagging_freq': 9, 'lambda_l1': 0.000943617289942691, 'lambda_l2': 0.003924610780019649}",0.02829187102044923
39,"{'learning_rate': 0.09786819617379504, 'num_leaves': 22, 'max_depth': 12, 'min_data_in_leaf': 23, 'feature_fraction': 0.6641165154297145, 'bagging_fraction': 0.852690782257064, 'bagging_freq': 1, 'lambda_l1': 0.012738503970959332, 'lambda_l2': 1.807749325136697e-06}",0.03187901970338093
40,"{'learning_rate': 0.02579035359520688, 'num_leaves': 297, 'max_depth': 10, 'min_data_in_leaf': 48, 'feature_fraction': 0.7170770017459892, 'bagging_fraction': 0.9143110031725709, 'bagging_freq': 10, 'lambda_l1': 6.848208783295387e-06, 'lambda_l2': 0.0340173599081657}",0.0376483413409842
41,"{'learning_rate': 0.17022386480967086, 'num_leaves': 55, 'max_depth': 4, 'min_data_in_leaf': 37, 'feature_fraction': 0.7463616579450448, 'bagging_fraction': 0.9533811973308595, 'bagging_freq': 8, 'lambda_l1': 0.0012292771784950026, 'lambda_l2': 0.0008567360499778948}",0.026971022059781163
42,"{'learning_rate': 0.15567626562362946, 'num_leaves': 56, 'max_depth': 8, 'min_data_in_leaf': 40, 'feature_fraction': 0.6240687476607205, 'bagging_fraction': 0.9813312264499757, 'bagging_freq': 9, 'lambda_l1': 0.00014270091436410827, 'lambda_l2': 9.319312605707115e-05}",0.025346623180712104
43,"{'learning_rate': 0.07758418267957591, 'num_leaves': 39, 'max_depth': 6, 'min_data_in_leaf': 35, 'feature_fraction': 0.7247593146208695, 'bagging_fraction': 0.9424620664375597, 'bagging_freq': 10, 'lambda_l1': 0.005875363063833753, 'lambda_l2': 5.7768617773861905e-06}",0.027940286387764746
44,"{'learning_rate': 0.26581969910769787, 'num_leaves': 93, 'max_depth': 7, 'min_data_in_leaf': 27, 'feature_fraction': 0.6900291205043938, 'bagging_fraction': 0.8811721024810002, 'bagging_freq': 8, 'lambda_l1': 0.00016771965314739396, 'lambda_l2': 0.0004244966337655774}",0.03479734266571725
45,"{'learning_rate': 0.1060822093006595, 'num_leaves': 61, 'max_depth': 9, 'min_data_in_leaf': 57, 'feature_fraction': 0.7657299599145446, 'bagging_fraction': 0.812698426037608, 'bagging_freq': 4, 'lambda_l1': 0.0017873446471859949, 'lambda_l2': 3.9826118918825296e-07}",0.07746842704952817
46,"{'learning_rate': 0.03927144886232921, 'num_leaves': 270, 'max_depth': 7, 'min_data_in_leaf': 20, 'feature_fraction': 0.6669579275919154, 'bagging_fraction': 0.9177638725839836, 'bagging_freq': 6, 'lambda_l1': 2.7107158490415922e-06, 'lambda_l2': 3.885741642332837e-08}",0.02539402809081568
47,"{'learning_rate': 0.20054828041540904, 'num_leaves': 113, 'max_depth': 8, 'min_data_in_leaf': 42, 'feature_fraction': 0.8123528373080677, 'bagging_fraction': 0.784720317072495, 'bagging_freq': 9, 'lambda_l1': 0.03113401030181018, 'lambda_l2': 1.1615997678795318e-06}",0.032190387460768875
48,"{'learning_rate': 0.08455459313432546, 'num_leaves': 40, 'max_depth': 10, 'min_data_in_leaf': 91, 'feature_fraction': 0.7279162497614854, 'bagging_fraction': 0.8596463422016422, 'bagging_freq': 10, 'lambda_l1': 2.582202286562933e-05, 'lambda_l2': 4.462073587653481e-05}",0.07581963323510986
49,"{'learning_rate': 0.13565945158075954, 'num_leaves': 79, 'max_depth': 14, 'min_data_in_leaf': 13, 'feature_fraction': 0.8391088381973335, 'bagging_fraction': 0.9766543423081591, 'bagging_freq': 8, 'lambda_l1': 0.004401793467966219, 'lambda_l2': 0.00012124070766259067}",0.028679453537412476
50,"{'learning_rate': 0.1770465056452093, 'num_leaves': 31, 'max_depth': 6, 'min_data_in_leaf': 25, 'feature_fraction': 0.8069053677777414, 'bagging_fraction': 0.8503386990414319, 'bagging_freq': 3, 'lambda_l1': 0.0001001193333327668, 'lambda_l2': 1.11713125389925e-05}",0.030379847872442134
51,"{'learning_rate': 0.20125756448528107, 'num_leaves': 74, 'max_depth': 8, 'min_data_in_leaf': 30, 'feature_fraction': 0.7875990194093377, 'bagging_fraction': 0.8260954545794682, 'bagging_freq': 9, 'lambda_l1': 0.000277367438937028, 'lambda_l2': 0.00023063205410095506}",0.024758818372331397
52,"{'learning_rate': 0.23736945556753195, 'num_leaves': 206, 'max_depth': 7, 'min_data_in_leaf': 30, 'feature_fraction': 0.7642226198561584, 'bagging_fraction': 0.8740691519100073, 'bagging_freq': 5, 'lambda_l1': 0.0003369044953925189, 'lambda_l2': 0.00037316212220102075}",0.028756843868877315
53,"{'learning_rate': 0.2696274621319502, 'num_leaves': 47, 'max_depth': 8, 'min_data_in_leaf': 35, 'feature_fraction': 0.7977903348361807, 'bagging_fraction': 0.997677414032868, 'bagging_freq': 9, 'lambda_l1': 0.0005971543320391384, 'lambda_l2': 0.0026158906720558294}",0.0276506636054611
54,"{'learning_rate': 0.15525447681278123, 'num_leaves': 61, 'max_depth': 11, 'min_data_in_leaf': 48, 'feature_fraction': 0.7467741877773052, 'bagging_fraction': 0.8129678232018344, 'bagging_freq': 10, 'lambda_l1': 0.0017982517190974828, 'lambda_l2': 2.5590630137701416e-06}",0.04047762989906721
55,"{'learning_rate': 0.20361441861145801, 'num_leaves': 100, 'max_depth': 5, 'min_data_in_leaf': 20, 'feature_fraction': 0.8262547111019022, 'bagging_fraction': 0.759022972335616, 'bagging_freq': 7, 'lambda_l1': 1.3664437120330795e-05, 'lambda_l2': 0.00015584112119732034}",0.01896666114028831
56,"{'learning_rate': 0.18872426248356208, 'num_leaves': 96, 'max_depth': 3, 'min_data_in_leaf': 19, 'feature_fraction': 0.8724079131027076, 'bagging_fraction': 0.7551205488268905, 'bagging_freq': 7, 'lambda_l1': 8.993182615370171e-06, 'lambda_l2': 0.0015393162622471803}",0.029092340187929645
57,"{'learning_rate': 0.29298343040889396, 'num_leaves': 108, 'max_depth': 4, 'min_data_in_leaf': 15, 'feature_fraction': 0.8379716809567541, 'bagging_fraction': 0.6056470054581536, 'bagging_freq': 7, 'lambda_l1': 2.38386766418928e-06, 'lambda_l2': 0.0001714122745827119}",0.02690289813878089
58,"{'learning_rate': 0.2300396044868361, 'num_leaves': 78, 'max_depth': 5, 'min_data_in_leaf': 11, 'feature_fraction': 0.7929314384077504, 'bagging_fraction': 0.6872007789072856, 'bagging_freq': 6, 'lambda_l1': 0.00943566656173972, 'lambda_l2': 3.21529059725095e-05}",0.026258596453460285
59,"{'learning_rate': 0.2071644665614914, 'num_leaves': 138, 'max_depth': 9, 'min_data_in_leaf': 24, 'feature_fraction': 0.922096834172381, 'bagging_fraction': 0.7936073786722384, 'bagging_freq': 5, 'lambda_l1': 0.13074674939117387, 'lambda_l2': 0.000501689884638785}",0.024852154639314304
60,"{'learning_rate': 0.2612403393229013, 'num_leaves': 150, 'max_depth': 8, 'min_data_in_leaf': 10, 'feature_fraction': 0.8620950325258925, 'bagging_fraction': 0.713810163705121, 'bagging_freq': 9, 'lambda_l1': 0.003403505305221989, 'lambda_l2': 2.0976054811269373e-08}",0.023803288763130728
61,"{'learning_rate': 0.2522455817808918, 'num_leaves': 186, 'max_depth': 8, 'min_data_in_leaf': 15, 'feature_fraction': 0.8657904064774297, 'bagging_fraction': 0.7065071589761308, 'bagging_freq': 9, 'lambda_l1': 0.00024938680172346804, 'lambda_l2': 8.247910027310755e-08}",0.030086007624729398
62,"{'learning_rate': 0.21364123798461465, 'num_leaves': 150, 'max_depth': 8, 'min_data_in_leaf': 20, 'feature_fraction': 0.8960684359517663, 'bagging_fraction': 0.6708963370402848, 'bagging_freq': 8, 'lambda_l1': 0.002862243062941272, 'lambda_l2': 2.5098906889668317e-07}",0.01911499705847188
63,"{'learning_rate': 0.26959997735866525, 'num_leaves': 155, 'max_depth': 7, 'min_data_in_leaf': 20, 'feature_fraction': 0.9174735557781046, 'bagging_fraction': 0.6542411251531767, 'bagging_freq': 8, 'lambda_l1': 0.004112302491248557, 'lambda_l2': 1.6642571592309756e-08}",0.024353939801623873
64,"{'learning_rate': 0.2964846091236061, 'num_leaves': 154, 'max_depth': 7, 'min_data_in_leaf': 10, 'feature_fraction': 0.907503822300884, 'bagging_fraction': 0.6569139669967519, 'bagging_freq': 8, 'lambda_l1': 0.002991857657483105, 'lambda_l2': 2.0465565454249773e-08}",0.02333069898134776
65,"{'learning_rate': 0.23329896256403018, 'num_leaves': 169, 'max_depth': 5, 'min_data_in_leaf': 10, 'feature_fraction': 0.8916001649974643, 'bagging_fraction': 0.717177107939973, 'bagging_freq': 8, 'lambda_l1': 0.0007605796665569433, 'lambda_l2': 3.5717927780103636e-08}",0.021927684726932038
66,"{'learning_rate': 0.21908033550469566, 'num_leaves': 176, 'max_depth': 4, 'min_data_in_leaf': 13, 'feature_fraction': 0.9367849307875513, 'bagging_fraction': 0.6630955978974656, 'bagging_freq': 8, 'lambda_l1': 0.0007340727356396905, 'lambda_l2': 1.520864775309588e-07}",0.021976373722219205
67,"{'learning_rate': 0.2966541113661593, 'num_leaves': 172, 'max_depth': 4, 'min_data_in_leaf': 16, 'feature_fraction': 0.9443130748585185, 'bagging_fraction': 0.6572694803473451, 'bagging_freq': 7, 'lambda_l1': 0.01940160537480779, 'lambda_l2': 1.636889273922378e-07}",0.021799937591943205
68,"{'learning_rate': 0.22362742862206128, 'num_leaves': 169, 'max_depth': 4, 'min_data_in_leaf': 15, 'feature_fraction': 0.9579375169073763, 'bagging_fraction': 0.6427832923103242, 'bagging_freq': 7, 'lambda_l1': 0.02051585185425295, 'lambda_l2': 1.542552034452638e-07}",0.026373985203804007
69,"{'learning_rate': 0.18288675753712652, 'num_leaves': 202, 'max_depth': 3, 'min_data_in_leaf': 17, 'feature_fraction': 0.9496085680978557, 'bagging_fraction': 0.7201046690644539, 'bagging_freq': 7, 'lambda_l1': 0.0605063341062633, 'lambda_l2': 6.16459634759127e-07}",0.02216025697675756
70,"{'learning_rate': 0.16864714020412216, 'num_leaves': 203, 'max_depth': 3, 'min_data_in_leaf': 18, 'feature_fraction': 0.9449465208582432, 'bagging_fraction': 0.6768277742336937, 'bagging_freq': 7, 'lambda_l1': 2.3941535049884703, 'lambda_l2': 5.273555281056218e-07}",0.021188832458178788
71,"{'learning_rate': 0.17947050282275132, 'num_leaves': 202, 'max_depth': 3, 'min_data_in_leaf': 13, 'feature_fraction': 0.9533870864599719, 'bagging_fraction': 0.6770338175910096, 'bagging_freq': 7, 'lambda_l1': 0.6586427109506896, 'lambda_l2': 6.00128087703348e-07}",0.02471290741410933
72,"{'learning_rate': 0.2207117727683587, 'num_leaves': 181, 'max_depth': 5, 'min_data_in_leaf': 18, 'feature_fraction': 0.9397087271339184, 'bagging_fraction': 0.7262577299742697, 'bagging_freq': 6, 'lambda_l1': 0.10918948603637242, 'lambda_l2': 1.6860732041363043e-07}",0.025286928964479753
73,"{'learning_rate': 0.1650232006202409, 'num_leaves': 217, 'max_depth': 3, 'min_data_in_leaf': 16, 'feature_fraction': 0.989086428303907, 'bagging_fraction': 0.6909286119140295, 'bagging_freq': 7, 'lambda_l1': 6.1771369617345275, 'lambda_l2': 3.8376246996178725e-08}",0.020025286127422718
74,"{'learning_rate': 0.16257643191351911, 'num_leaves': 194, 'max_depth': 4, 'min_data_in_leaf': 22, 'feature_fraction': 0.9999345340744614, 'bagging_fraction': 0.6919263287677276, 'bagging_freq': 7, 'lambda_l1': 7.888029094159006, 'lambda_l2': 3.353635827958598e-08}",0.02024828618430062
75,"{'learning_rate': 0.019888328215113757, 'num_leaves': 224, 'max_depth': 4, 'min_data_in_leaf': 22, 'feature_fraction': 0.9784136795250251, 'bagging_fraction': 0.690957620546885, 'bagging_freq': 6, 'lambda_l1': 8.650769378658426, 'lambda_l2': 4.219592342990109e-08}",0.027727026702029887
76,"{'learning_rate': 0.1620689626773974, 'num_leaves': 218, 'max_depth': 3, 'min_data_in_leaf': 26, 'feature_fraction': 0.9778506852198577, 'bagging_fraction': 0.6725310017642699, 'bagging_freq': 7, 'lambda_l1': 2.211663746723377, 'lambda_l2': 1.0980608344860265e-08}",0.021216438989503077
77,"{'learning_rate': 0.1566833188576712, 'num_leaves': 220, 'max_depth': 3, 'min_data_in_leaf': 25, 'feature_fraction': 0.9957587033616392, 'bagging_fraction': 0.6186785240644509, 'bagging_freq': 7, 'lambda_l1': 2.089651498185091, 'lambda_l2': 1.1737549613057783e-08}",0.028373901764466546
78,"{'learning_rate': 0.16653771031536835, 'num_leaves': 240, 'max_depth': 4, 'min_data_in_leaf': 22, 'feature_fraction': 0.9810689090814863, 'bagging_fraction': 0.6395035433070356, 'bagging_freq': 6, 'lambda_l1': 3.7721318860492867, 'lambda_l2': 7.155479290377388e-08}",0.022418888395532365
79,"{'learning_rate': 0.012788021160677506, 'num_leaves': 193, 'max_depth': 3, 'min_data_in_leaf': 26, 'feature_fraction': 0.9985616911829714, 'bagging_fraction': 0.6731073187497634, 'bagging_freq': 7, 'lambda_l1': 1.2319500418893514, 'lambda_l2': 2.422625976162906e-07}",0.03203019380068441
80,"{'learning_rate': 0.12968553215745762, 'num_leaves': 253, 'max_depth': 4, 'min_data_in_leaf': 17, 'feature_fraction': 0.9666570069672354, 'bagging_fraction': 0.6905767656755752, 'bagging_freq': 6, 'lambda_l1': 7.761706026737564, 'lambda_l2': 2.8848368176534054e-08}",0.02002225864836759
81,"{'learning_rate': 0.1250090374477198, 'num_leaves': 258, 'max_depth': 4, 'min_data_in_leaf': 15, 'feature_fraction': 0.9652020167974195, 'bagging_fraction': 0.681256926808247, 'bagging_freq': 6, 'lambda_l1': 8.4593306317279, 'lambda_l2': 9.881195467130719e-08}",0.02254571556314653
82,"{'learning_rate': 0.14380513966115757, 'num_leaves': 215, 'max_depth': 3, 'min_data_in_leaf': 19, 'feature_fraction': 0.9802328598276038, 'bagging_fraction': 0.6965554212035037, 'bagging_freq': 7, 'lambda_l1': 2.7522477401629875, 'lambda_l2': 4.1340176502421035e-08}",0.021927850913009125
83,"{'learning_rate': 0.1921271368384316, 'num_leaves': 231, 'max_depth': 3, 'min_data_in_leaf': 21, 'feature_fraction': 0.9888501634862189, 'bagging_fraction': 0.6653373287827327, 'bagging_freq': 7, 'lambda_l1': 0.3867855262735344, 'lambda_l2': 2.5038460051287365e-08}",0.02516798639987914
84,"{'learning_rate': 0.16032769002252972, 'num_leaves': 192, 'max_depth': 5, 'min_data_in_leaf': 16, 'feature_fraction': 0.9657304379720131, 'bagging_fraction': 0.734581630561774, 'bagging_freq': 6, 'lambda_l1': 5.051452623627047, 'lambda_l2': 1.5069286263584883e-08}",0.02573316845007868
85,"{'learning_rate': 0.2507626595751337, 'num_leaves': 214, 'max_depth': 3, 'min_data_in_leaf': 18, 'feature_fraction': 0.9328985691794145, 'bagging_fraction': 0.6447789900368193, 'bagging_freq': 5, 'lambda_l1': 1.6601156325555542, 'lambda_l2': 2.97099982858738e-07}",0.022549253287973678
86,"{'learning_rate': 0.2081313383761113, 'num_leaves': 263, 'max_depth': 4, 'min_data_in_leaf': 22, 'feature_fraction': 0.9468638351730253, 'bagging_fraction': 0.746781469311014, 'bagging_freq': 7, 'lambda_l1': 5.319003041881735, 'lambda_l2': 1.0734101344998763e-07}",0.027818441241490792
87,"{'learning_rate': 0.11110280377592409, 'num_leaves': 240, 'max_depth': 4, 'min_data_in_leaf': 24, 'feature_fraction': 0.9709942529247431, 'bagging_fraction': 0.7028975325210912, 'bagging_freq': 6, 'lambda_l1': 0.6868581738042812, 'lambda_l2': 1.111005415170189e-08}",0.025239110583173473
